Test Case Identifier,Step No,Action,Data,Expected Result,Priority,Test Summary,Description,TestSet,TestPlan,Sprint,Assignee,Componente,Label,Label,Label,Label
MMCS - 36393  - 02,1,Ingresar a Compass,,"Se ingresa correctamente al sistema y se muestran las siguientes opciones:
Inicio
ATOM
Grupo de tiendas
CANELA
Parrilla Promocional
SUMD
Digitalizacion
Red de Seguridad
WHPK Óptimo
Tableros
Accesos directos
Manuales e instructivos
Cost Analytics
Price Gap
Políticas vigentes
Kraken
SUMD MDO Sams
Configuración de Perfil
Registrar Anuncio",P1,TC-139-36393-02 - Modificación a movimiento RB - Sin Trait - Envío Inmediato,,MMCS-39562,MMCS-37543,312169,vn57rn3,"PCS_Inteligencia de Precios / Dig. Cambios de Precio (PriceX, DP, EyV) 2025",DA_AX,DEV,SP-CP-194,TC-Compass
MMCS - 36393  - 02,2,Seleccionar la opción Digitalización,,"Se visualiza correctamente el menú de Digitalización mostrando las siguientes opciones:
Innovación en la gestión de cambios de precio
Cambio de precio
Historial
Promociones
Perecederos
Consulta de Precios/promociones

Ordenes de compra
Creación de ordenes de compra Nacionales
Creación de ordenes de compra Importadas
Mantenimiento de orden de compra
Histórico de orden de compra",P1,,,,,,,,,,,
MMCS - 36393  - 02,3,Seleccionar opción Cambio de Precio,,Se visualiza correctamente la pantalla de Realizar nuevo cambio de precio,P1,,,,,,,,,,,
MMCS - 36393  - 02,4,Ingresar No de Item/UPC Producto,,Se permite ingresar los datos del producto correctamente,P1,,,,,,,,,,,
MMCS - 36393  - 02,5,Ingresar al modal de movimiento,,"Al presionar la tecla enter, el sistema muestra el modal correspondiente a la confuguración de Cambio de Precio",P1,,,,,,,,,,,
MMCS - 36393  - 02,6,Seleccionar el formato a trabajar,,"Se permite la selección de un solo formato entre las siguiente opciones:
Todos
SC
B
WE
e-Comm",P1,,,,,,,,,,,
MMCS - 36393  - 02,7,Seleccionar tipo de movimiento RB,,"Se permite la selección de una de las siguientes opciones:
CB - Precio Base Corporativo
SB - Precio base por formato
AR-TR - Rollback
PA - Precio Ajustado
CS - Cambio de costo",P1,,,,,,,,,,,
MMCS - 36393  - 02,8,Seleccionar Fecha de Vigencia Inicial (Seleccionar Fecha del día actual o día siguiente),,Se permite correctamente la selección de una fecha,P1,,,,,,,,,,,
MMCS - 36393  - 02,9,Seleccionar Fecha de Vigencia Final ,,Al elegir la opción CB/SB/CS el sistema asigna la fecha de vigencia final con los siguientes datos: 31/12/2049,P1,,,,,,,,,,,
MMCS - 36393  - 02,10,Dar clic al botón Aceptar,,Al dar clic al botón aceptar el botón el sistema llena los datos de la tabla de Cambio de Precio,P1,,,,,,,,,,,
MMCS - 36393  - 02,11,Ingresar el Precio Venta al Público en la sección de color morado (Realizar una profundización de precio),,Se permite ingresar correctamente el precio ,P1,,,,,,,,,,,
MMCS - 36393  - 02,12,Dar clic al botón Validar,,"Al dar clic al botón validar el sistema realiza la validación de reglas correctamente sin mostrar ningún error o advertencia y habílita el botón Enviar Cambios
Se mandarán en adición SB's generados para los formatos que aplique: W/WE/B",P1,,,,,,,,,,,
MMCS - 36393  - 02,13,Dar clic al botón Envíar Cambios,,"Se muestra la pantalla de Enviar Cambios solicitando ingresar usuario
Nota:
En caso de Warning el sistema permitirá continuar con el flujo
En caso de errorres el botón no estará habilitado",P1,,,,,,,,,,,
MMCS - 36393  - 02,14,Ingresar usuario de Category Manager,,El sistema permite ingresar los datos correctamente,P1,,,,,,,,,,,
MMCS - 36393  - 02,15,Dar clic al botón Obtener Autorizadores,,"El sistema muestra los usuarios necesarios para autorizar la solicitud
(Lider de Tribu/Lider de Squad)",P1,,,,,,,,,,,
MMCS - 36393  - 02,16,Dar clic al botón Continuar,,Se genera correctamente la solicitud y genera el folio CP correctamente,P1,,,,,,,,,,,
MMCS - 36393  - 02,17,Solicitar autorización,,El usuario Lider de Squad y Lider de Tribu deben realizar la autorización para ver reflejado el cambio,P1,,,,,,,,,,,
MMCS - 36393  - 02,18,Validar Cambios en Price X,,Se realiza la actualización de precio correctamente,P1,,,,,,,,,,,
MMCS - 36393  - 03,1,Ingresar a Compass,,"Se ingresa correctamente al sistema y se muestran las siguientes opciones:
Inicio
ATOM
Grupo de tiendas
CANELA
Parrilla Promocional
SUMD
Digitalizacion
Red de Seguridad
WHPK Óptimo
Tableros
Accesos directos
Manuales e instructivos
Cost Analytics
Price Gap
Políticas vigentes
Kraken
SUMD MDO Sams
Configuración de Perfil
Registrar Anuncio",P1,TC-139-36393-03 - Modificación a movimiento RB - Trait - Envío Futuro,,MMCS-39562,MMCS-37543,312169,vn57rn3,"PCS_Inteligencia de Precios / Dig. Cambios de Precio (PriceX, DP, EyV) 2025",DA_AX,DEV,SP-CP-194,TC-Compass
MMCS - 36393  - 03,2,Seleccionar la opción Digitalización,,"Se visualiza correctamente el menú de Digitalización mostrando las siguientes opciones:
Innovación en la gestión de cambios de precio
Cambio de precio
Historial
Promociones
Perecederos
Consulta de Precios/promociones

Ordenes de compra
Creación de ordenes de compra Nacionales
Creación de ordenes de compra Importadas
Mantenimiento de orden de compra
Histórico de orden de compra",P1,,,,,,,,,,,
MMCS - 36393  - 03,3,Seleccionar opción Cambio de Precio,,Se visualiza correctamente la pantalla de Realizar nuevo cambio de precio,P1,,,,,,,,,,,
MMCS - 36393  - 03,4,Ingresar No de Item/UPC Producto (Perteneciente a Trait),,Se permite ingresar los datos del producto correctamente,P1,,,,,,,,,,,
MMCS - 36393  - 03,5,Ingresar al modal de movimiento,,"Al presionar la tecla enter, el sistema muestra el modal correspondiente a la confuguración de Cambio de Precio",P1,,,,,,,,,,,
MMCS - 36393  - 03,6,Seleccionar el formato a trabajar,,"Se permite la selección de un solo formato entre las siguiente opciones:
Todos
SC
B
WE
e-Comm",P1,,,,,,,,,,,
MMCS - 36393  - 03,7,Seleccionar tipo de movimiento RB,,"Se permite la selección de una de las siguientes opciones:
CB - Precio Base Corporativo
SB - Precio base por formato
AR-TR - Rollback
PA - Precio Ajustado
CS - Cambio de costo",P1,,,,,,,,,,,
MMCS - 36393  - 03,8,"Seleccionar Fecha de Vigencia Inicial (Seleccionar Fecha Futura [1 Semana, 1 Mes, Etc.])",,Se permite correctamente la selección de una fecha,P1,,,,,,,,,,,
MMCS - 36393  - 03,9,Seleccionar Fecha de Vigencia Final ,,Al elegir la opción CB/SB/CS el sistema asigna la fecha de vigencia final con los siguientes datos: 31/12/2049,P1,,,,,,,,,,,
MMCS - 36393  - 03,10,Dar clic al botón Aceptar,,Al dar clic al botón aceptar el botón el sistema llena los datos de la tabla de Cambio de Precio,P1,,,,,,,,,,,
MMCS - 36393  - 03,11,Ingresar el Precio Venta al Público en la sección de color morado (Realizar una profundización de precio),,Se permite ingresar correctamente el precio ,P1,,,,,,,,,,,
MMCS - 36393  - 03,12,Dar clic al botón Validar,,"Al dar clic al botón validar el sistema realiza la validación de reglas correctamente sin mostrar ningún error o advertencia y habílita el botón Enviar Cambios
Se mandarán en adición SB's generados para los formatos que aplique: W/WE/B",P1,,,,,,,,,,,
MMCS - 36393  - 03,13,Dar clic al botón Envíar Cambios,,"Se muestra la pantalla de Enviar Cambios solicitando ingresar usuario
Nota:
En caso de Warning el sistema permitirá continuar con el flujo
En caso de errorres el botón no estará habilitado",P1,,,,,,,,,,,
MMCS - 36393  - 03,14,Ingresar usuario de Category Manager,,El sistema permite ingresar los datos correctamente,P1,,,,,,,,,,,
MMCS - 36393  - 03,15,Dar clic al botón Obtener Autorizadores,,"El sistema muestra los usuarios necesarios para autorizar la solicitud
(Lider de Tribu/Lider de Squad)",P1,,,,,,,,,,,
MMCS - 36393  - 03,16,Dar clic al botón Continuar,,Se genera correctamente la solicitud y genera el folio CP correctamente,P1,,,,,,,,,,,
MMCS - 36393  - 03,17,Solicitar autorización,,El usuario Lider de Squad y Lider de Tribu deben realizar la autorización para ver reflejado el cambio,P1,,,,,,,,,,,
MMCS - 36393  - 03,18,Validar Cambios en Price X,,Para elementos pertenecientes a Trait (Plan estratégico) no deberá verse afectada la información,P1,,,,,,,,,,,
MMCS - 36393  - 04,1,Ingresar a Compass,,"Se ingresa correctamente al sistema y se muestran las siguientes opciones:
Inicio
ATOM
Grupo de tiendas
CANELA
Parrilla Promocional
SUMD
Digitalizacion
Red de Seguridad
WHPK Óptimo
Tableros
Accesos directos
Manuales e instructivos
Cost Analytics
Price Gap
Políticas vigentes
Kraken
SUMD MDO Sams
Configuración de Perfil
Registrar Anuncio",P1,TC-139-36393-04 - Modificación a movimiento RB - Sin Trait - Envío Futuro,,MMCS-39562,MMCS-37543,312169,vn57rn3,"PCS_Inteligencia de Precios / Dig. Cambios de Precio (PriceX, DP, EyV) 2025",DA_AX,DEV,SP-CP-194,TC-Compass
MMCS - 36393  - 04,2,Seleccionar la opción Digitalización,,"Se visualiza correctamente el menú de Digitalización mostrando las siguientes opciones:
Innovación en la gestión de cambios de precio
Cambio de precio
Historial
Promociones
Perecederos
Consulta de Precios/promociones

Ordenes de compra
Creación de ordenes de compra Nacionales
Creación de ordenes de compra Importadas
Mantenimiento de orden de compra
Histórico de orden de compra",P1,,,,,,,,,,,
MMCS - 36393  - 04,3,Seleccionar opción Cambio de Precio,,Se visualiza correctamente la pantalla de Realizar nuevo cambio de precio,P1,,,,,,,,,,,
MMCS - 36393  - 04,4,Ingresar No de Item/UPC Producto,,Se permite ingresar los datos del producto correctamente,P1,,,,,,,,,,,
MMCS - 36393  - 04,5,Ingresar al modal de movimiento,,"Al presionar la tecla enter, el sistema muestra el modal correspondiente a la confuguración de Cambio de Precio",P1,,,,,,,,,,,
MMCS - 36393  - 04,6,Seleccionar el formato a trabajar,,"Se permite la selección de un solo formato entre las siguiente opciones:
Todos
SC
B
WE
e-Comm",P1,,,,,,,,,,,
MMCS - 36393  - 04,7,Seleccionar tipo de movimiento RB,,"Se permite la selección de una de las siguientes opciones:
CB - Precio Base Corporativo
SB - Precio base por formato
AR-TR - Rollback
PA - Precio Ajustado
CS - Cambio de costo",P1,,,,,,,,,,,
MMCS - 36393  - 04,8,"Seleccionar Fecha de Vigencia Inicial (Seleccionar Fecha Futura [1 Semana, 1 Mes, Etc.])",,Se permite correctamente la selección de una fecha,P1,,,,,,,,,,,
MMCS - 36393  - 04,9,Seleccionar Fecha de Vigencia Final ,,Al elegir la opción CB/SB/CS el sistema asigna la fecha de vigencia final con los siguientes datos: 31/12/2049,P1,,,,,,,,,,,
MMCS - 36393  - 04,10,Dar clic al botón Aceptar,,Al dar clic al botón aceptar el botón el sistema llena los datos de la tabla de Cambio de Precio,P1,,,,,,,,,,,
MMCS - 36393  - 04,11,Ingresar el Precio Venta al Público en la sección de color morado (Realizar una profundización de precio),,Se permite ingresar correctamente el precio ,P1,,,,,,,,,,,
MMCS - 36393  - 04,12,Dar clic al botón Validar,,"Al dar clic al botón validar el sistema realiza la validación de reglas correctamente sin mostrar ningún error o advertencia y habílita el botón Enviar Cambios
Se mandarán en adición SB's generados para los formatos que aplique: W/WE/B",P1,,,,,,,,,,,
MMCS - 36393  - 04,13,Dar clic al botón Envíar Cambios,,"Se muestra la pantalla de Enviar Cambios solicitando ingresar usuario
Nota:
En caso de Warning el sistema permitirá continuar con el flujo
En caso de errorres el botón no estará habilitado",P1,,,,,,,,,,,
MMCS - 36393  - 04,14,Ingresar usuario de Category Manager,,El sistema permite ingresar los datos correctamente,P1,,,,,,,,,,,
MMCS - 36393  - 04,15,Dar clic al botón Obtener Autorizadores,,"El sistema muestra los usuarios necesarios para autorizar la solicitud
(Lider de Tribu/Lider de Squad)",P1,,,,,,,,,,,
MMCS - 36393  - 04,16,Dar clic al botón Continuar,,Se genera correctamente la solicitud y genera el folio CP correctamente,P1,,,,,,,,,,,
MMCS - 36393  - 04,17,Solicitar autorización,,El usuario Lider de Squad y Lider de Tribu deben realizar la autorización para ver reflejado el cambio,P1,,,,,,,,,,,
MMCS - 36393  - 04,18,Validar Cambios en Price X,,Se realiza la actualización de precio correctamente,P1,,,,,,,,,,,
MMCS - 37262  - 01,1,Ingresar a Compass,,"Se ingresa correctamente al sistema y se muestran las siguientes opciones:
Inicio
ATOM
Grupo de tiendas
CANELA
Parrilla Promocional
SUMD
Digitalizacion
Red de Seguridad
WHPK Óptimo
Tableros
Accesos directos
Manuales e instructivos
Cost Analytics
Price Gap
Políticas vigentes
Kraken
SUMD MDO Sams
Configuración de Perfil
Registrar Anuncio",P1,TC-140-37262-01 - Replica de regla SC a WE - SB,,MMCS-39563,MMCS-39581,312169,vn57rn3,"PCS_Inteligencia de Precios / Dig. Cambios de Precio (PriceX, DP, EyV) 2025",DA_AX,DEV,SP-CP-195,TC-Compass
MMCS - 37262  - 01,2,Seleccionar la opción Digitalización,,"Se visualiza correctamente el menú de Digitalización mostrando las siguientes opciones:
Innovación en la gestión de cambios de precio
Cambio de precio
Historial
Promociones
Perecederos
Consulta de Precios/promociones

Ordenes de compra
Creación de ordenes de compra Nacionales
Creación de ordenes de compra Importadas
Mantenimiento de orden de compra
Histórico de orden de compra",P1,,,,,,,,,,,
MMCS - 37262  - 01,3,Seleccionar opción Cambio de Precio,,Se visualiza correctamente la pantalla de Realizar nuevo cambio de precio,P1,,,,,,,,,,,
MMCS - 37262  - 01,4,Ingresar No de Item/UPC Producto,,Se permite ingresar los datos del producto correctamente,P1,,,,,,,,,,,
MMCS - 37262  - 01,5,Ingresar al modal de movimiento,,"Al presionar la tecla enter, el sistema muestra el modal correspondiente a la confuguración de Cambio de Precio",P1,,,,,,,,,,,
MMCS - 37262  - 01,6,Seleccionar el formato a trabajar (SC),,"Se permite la selección de un solo formato entre las siguiente opciones:
Todos
SC
B
WE
e-Comm",P1,,,,,,,,,,,
MMCS - 37262  - 01,7,Seleccionar tipo de movimiento SB,,"Se permite la selección de una de las siguientes opciones:
CB - Precio Base Corporativo
SB - Precio base por formato
AR-TR - Rollback
PA - Precio Ajustado
CS - Cambio de costo",P1,,,,,,,,,,,
MMCS - 37262  - 01,8,Seleccionar Fecha de Vigencia Inicial,,Se permite correctamente la selección de una fecha,P1,,,,,,,,,,,
MMCS - 37262  - 01,9,Seleccionar Fecha de Vigencia Final ,,Al elegir la opción CB/SB/CS el sistema asigna la fecha de vigencia final con los siguientes datos: 31/12/2049,P1,,,,,,,,,,,
MMCS - 37262  - 01,10,Dar clic al botón Aceptar,,Al dar clic al botón aceptar el botón el sistema llena los datos de la tabla de Cambio de Precio,P1,,,,,,,,,,,
MMCS - 37262  - 01,11,Ingresar el Precio Venta al Público en la sección de color morado,,Se permite ingresar correctamente el precio ,P1,,,,,,,,,,,
MMCS - 37262  - 01,12,Dar clic al botón Validar,,Al dar clic al botón validar el sistema realiza la validación de reglas correctamente sin mostrar ningún error o advertencia y habílita el botón Enviar Cambios,P1,,,,,,,,,,,
MMCS - 37262  - 01,13,Dar clic al botón Envíar Cambios,,"Se muestra la pantalla de Enviar Cambios solicitando ingresar usuario
Nota:
En caso de Warning el sistema permitirá continuar con el flujo
En caso de errorres el botón no estará habilitado",P1,,,,,,,,,,,
MMCS - 37262  - 01,14,Ingresar usuario de Category Manager,,El sistema permite ingresar los datos correctamente,P1,,,,,,,,,,,
MMCS - 37262  - 01,15,Dar clic al botón Obtener Autorizadores,,"El sistema muestra los usuarios necesarios para autorizar la solicitud
(Lider de Tribu/Lider de Squad)",P1,,,,,,,,,,,
MMCS - 37262  - 01,16,Dar clic al botón Continuar,,Se genera correctamente la solicitud y genera el folio CP correctamente,P1,,,,,,,,,,,
MMCS - 37262  - 01,17,Solicitar autorización,,El usuario Lider de Squad y Lider de Tribu deben realizar la autorización para ver reflejado el cambio,P1,,,,,,,,,,,
MMCS - 37262  - 01,18,Validar Cambios en Price X,,Para elementos pertenecientes a Trait (Plan estratégico) no deberá verse afectada la información,P1,,,,,,,,,,,
MMCS - 37262  - 02,1,Ingresar a Compass,,"Se ingresa correctamente al sistema y se muestran las siguientes opciones:
Inicio
ATOM
Grupo de tiendas
CANELA
Parrilla Promocional
SUMD
Digitalizacion
Red de Seguridad
WHPK Óptimo
Tableros
Accesos directos
Manuales e instructivos
Cost Analytics
Price Gap
Políticas vigentes
Kraken
SUMD MDO Sams
Configuración de Perfil
Registrar Anuncio",P1,TC-140-37262-02 - Replica de regla SC a WE - RB,,MMCS-39563,MMCS-39581,312169,vn57rn3,"PCS_Inteligencia de Precios / Dig. Cambios de Precio (PriceX, DP, EyV) 2025",DA_AX,DEV,SP-CP-195,TC-Compass
MMCS - 37262  - 02,2,Seleccionar la opción Digitalización,,"Se visualiza correctamente el menú de Digitalización mostrando las siguientes opciones:
Innovación en la gestión de cambios de precio
Cambio de precio
Historial
Promociones
Perecederos
Consulta de Precios/promociones

Ordenes de compra
Creación de ordenes de compra Nacionales
Creación de ordenes de compra Importadas
Mantenimiento de orden de compra
Histórico de orden de compra",P1,,,,,,,,,,,
MMCS - 37262  - 02,3,Seleccionar opción Cambio de Precio,,Se visualiza correctamente la pantalla de Realizar nuevo cambio de precio,P1,,,,,,,,,,,
MMCS - 37262  - 02,4,Ingresar No de Item/UPC Producto,,Se permite ingresar los datos del producto correctamente,P1,,,,,,,,,,,
MMCS - 37262  - 02,5,Ingresar al modal de movimiento,,"Al presionar la tecla enter, el sistema muestra el modal correspondiente a la confuguración de Cambio de Precio",P1,,,,,,,,,,,
MMCS - 37262  - 02,6,Seleccionar el formato a trabajar (SC),,"Se permite la selección de un solo formato entre las siguiente opciones:
Todos
SC
B
WE
e-Comm",P1,,,,,,,,,,,
MMCS - 37262  - 02,7,Seleccionar tipo de movimiento RB,,"Se permite la selección de una de las siguientes opciones:
CB - Precio Base Corporativo
SB - Precio base por formato
AR-TR - Rollback
PA - Precio Ajustado
CS - Cambio de costo",P1,,,,,,,,,,,
MMCS - 37262  - 02,8,Seleccionar Fecha de Vigencia Inicial,,Se permite correctamente la selección de una fecha,P1,,,,,,,,,,,
MMCS - 37262  - 02,9,Seleccionar Fecha de Vigencia Final ,,Al elegir la opción CB/SB/CS el sistema asigna la fecha de vigencia final con los siguientes datos: 31/12/2049,P1,,,,,,,,,,,
MMCS - 37262  - 02,10,Dar clic al botón Aceptar,,Al dar clic al botón aceptar el botón el sistema llena los datos de la tabla de Cambio de Precio,P1,,,,,,,,,,,
MMCS - 37262  - 02,11,Ingresar el Precio Venta al Público en la sección de color morado,,Se permite ingresar correctamente el precio ,P1,,,,,,,,,,,
MMCS - 37262  - 02,12,Dar clic al botón Validar,,Al dar clic al botón validar el sistema realiza la validación de reglas correctamente sin mostrar ningún error o advertencia y habílita el botón Enviar Cambios,P1,,,,,,,,,,,
MMCS - 37262  - 02,13,Dar clic al botón Envíar Cambios,,"Se muestra la pantalla de Enviar Cambios solicitando ingresar usuario
Nota:
En caso de Warning el sistema permitirá continuar con el flujo
En caso de errorres el botón no estará habilitado",P1,,,,,,,,,,,
MMCS - 37262  - 02,14,Ingresar usuario de Category Manager,,El sistema permite ingresar los datos correctamente,P1,,,,,,,,,,,
MMCS - 37262  - 02,15,Dar clic al botón Obtener Autorizadores,,"El sistema muestra los usuarios necesarios para autorizar la solicitud
(Lider de Tribu/Lider de Squad)",P1,,,,,,,,,,,
MMCS - 37262  - 02,16,Dar clic al botón Continuar,,Se genera correctamente la solicitud y genera el folio CP correctamente,P1,,,,,,,,,,,
MMCS - 37262  - 02,17,Solicitar autorización,,El usuario Lider de Squad y Lider de Tribu deben realizar la autorización para ver reflejado el cambio,P1,,,,,,,,,,,
MMCS - 37262  - 02,18,Validar Cambios en Price X,,Para elementos pertenecientes a Trait (Plan estratégico) no deberá verse afectada la información,P1,,,,,,,,,,,
MMCS - 37262  - 03,1,Ingresar a Compass,,"Se ingresa correctamente al sistema y se muestran las siguientes opciones:
Inicio
ATOM
Grupo de tiendas
CANELA
Parrilla Promocional
SUMD
Digitalizacion
Red de Seguridad
WHPK Óptimo
Tableros
Accesos directos
Manuales e instructivos
Cost Analytics
Price Gap
Políticas vigentes
Kraken
SUMD MDO Sams
Configuración de Perfil
Registrar Anuncio",P1,TC-140-37262-03 - Replica de regla SC a WE - PA,,MMCS-39563,MMCS-39581,312169,vn57rn3,"PCS_Inteligencia de Precios / Dig. Cambios de Precio (PriceX, DP, EyV) 2025",DA_AX,DEV,SP-CP-195,TC-Compass
MMCS - 37262  - 03,2,Seleccionar la opción Digitalización,,"Se visualiza correctamente el menú de Digitalización mostrando las siguientes opciones:
Innovación en la gestión de cambios de precio
Cambio de precio
Historial
Promociones
Perecederos
Consulta de Precios/promociones

Ordenes de compra
Creación de ordenes de compra Nacionales
Creación de ordenes de compra Importadas
Mantenimiento de orden de compra
Histórico de orden de compra",P1,,,,,,,,,,,
MMCS - 37262  - 03,3,Seleccionar opción Cambio de Precio,,Se visualiza correctamente la pantalla de Realizar nuevo cambio de precio,P1,,,,,,,,,,,
MMCS - 37262  - 03,4,Ingresar No de Item/UPC Producto,,Se permite ingresar los datos del producto correctamente,P1,,,,,,,,,,,
MMCS - 37262  - 03,5,Ingresar al modal de movimiento,,"Al presionar la tecla enter, el sistema muestra el modal correspondiente a la confuguración de Cambio de Precio",P1,,,,,,,,,,,
MMCS - 37262  - 03,6,Seleccionar el formato a trabajar (SC),,"Se permite la selección de un solo formato entre las siguiente opciones:
Todos
SC
B
WE
e-Comm",P1,,,,,,,,,,,
MMCS - 37262  - 03,7,Seleccionar tipo de movimiento PA,,"Se permite la selección de una de las siguientes opciones:
CB - Precio Base Corporativo
SB - Precio base por formato
AR-TR - Rollback
PA - Precio Ajustado
CS - Cambio de costo",P1,,,,,,,,,,,
MMCS - 37262  - 03,8,Seleccionar Fecha de Vigencia Inicial,,Se permite correctamente la selección de una fecha,P1,,,,,,,,,,,
MMCS - 37262  - 03,9,Seleccionar Fecha de Vigencia Final ,,Al elegir la opción CB/SB/CS el sistema asigna la fecha de vigencia final con los siguientes datos: 31/12/2049,P1,,,,,,,,,,,
MMCS - 37262  - 03,10,Dar clic al botón Aceptar,,Al dar clic al botón aceptar el botón el sistema llena los datos de la tabla de Cambio de Precio,P1,,,,,,,,,,,
MMCS - 37262  - 03,11,Ingresar el Precio Venta al Público en la sección de color morado,,Se permite ingresar correctamente el precio ,P1,,,,,,,,,,,
MMCS - 37262  - 03,12,Dar clic al botón Validar,,Al dar clic al botón validar el sistema realiza la validación de reglas correctamente sin mostrar ningún error o advertencia y habílita el botón Enviar Cambios,P1,,,,,,,,,,,
MMCS - 37262  - 03,13,Dar clic al botón Envíar Cambios,,"Se muestra la pantalla de Enviar Cambios solicitando ingresar usuario
Nota:
En caso de Warning el sistema permitirá continuar con el flujo
En caso de errorres el botón no estará habilitado",P1,,,,,,,,,,,
MMCS - 37262  - 03,14,Ingresar usuario de Category Manager,,El sistema permite ingresar los datos correctamente,P1,,,,,,,,,,,
MMCS - 37262  - 03,15,Dar clic al botón Obtener Autorizadores,,"El sistema muestra los usuarios necesarios para autorizar la solicitud
(Lider de Tribu/Lider de Squad)",P1,,,,,,,,,,,
MMCS - 37262  - 03,16,Dar clic al botón Continuar,,Se genera correctamente la solicitud y genera el folio CP correctamente,P1,,,,,,,,,,,
MMCS - 37262  - 03,17,Solicitar autorización,,El usuario Lider de Squad y Lider de Tribu deben realizar la autorización para ver reflejado el cambio,P1,,,,,,,,,,,
MMCS - 37262  - 03,18,Validar Cambios en Price X,,Para elementos pertenecientes a Trait (Plan estratégico) no deberá verse afectada la información,P1,,,,,,,,,,,
MMCS - 37262  - 04,1,Ingresar a Compass,,"Se ingresa correctamente al sistema y se muestran las siguientes opciones:
Inicio
ATOM
Grupo de tiendas
CANELA
Parrilla Promocional
SUMD
Digitalizacion
Red de Seguridad
WHPK Óptimo
Tableros
Accesos directos
Manuales e instructivos
Cost Analytics
Price Gap
Políticas vigentes
Kraken
SUMD MDO Sams
Configuración de Perfil
Registrar Anuncio",P1,TC-140-37262-04- Replica de regla SC a WE - CS,,MMCS-39563,MMCS-39581,312169,vn57rn3,"PCS_Inteligencia de Precios / Dig. Cambios de Precio (PriceX, DP, EyV) 2025",DA_AX,DEV,SP-CP-195,TC-Compass
MMCS - 37262  - 04,2,Seleccionar la opción Digitalización,,"Se visualiza correctamente el menú de Digitalización mostrando las siguientes opciones:
Innovación en la gestión de cambios de precio
Cambio de precio
Historial
Promociones
Perecederos
Consulta de Precios/promociones

Ordenes de compra
Creación de ordenes de compra Nacionales
Creación de ordenes de compra Importadas
Mantenimiento de orden de compra
Histórico de orden de compra",P1,,,,,,,,,,,
MMCS - 37262  - 04,3,Seleccionar opción Cambio de Precio,,Se visualiza correctamente la pantalla de Realizar nuevo cambio de precio,P1,,,,,,,,,,,
MMCS - 37262  - 04,4,Ingresar No de Item/UPC Producto,,Se permite ingresar los datos del producto correctamente,P1,,,,,,,,,,,
MMCS - 37262  - 04,5,Ingresar al modal de movimiento,,"Al presionar la tecla enter, el sistema muestra el modal correspondiente a la confuguración de Cambio de Precio",P1,,,,,,,,,,,
MMCS - 37262  - 04,6,Seleccionar el formato a trabajar (SC),,"Se permite la selección de un solo formato entre las siguiente opciones:
Todos
SC
B
WE
e-Comm",P1,,,,,,,,,,,
MMCS - 37262  - 04,7,Seleccionar tipo de movimiento CS,,"Se permite la selección de una de las siguientes opciones:
CB - Precio Base Corporativo
SB - Precio base por formato
AR-TR - Rollback
PA - Precio Ajustado
CS - Cambio de costo",P1,,,,,,,,,,,
MMCS - 37262  - 04,8,Seleccionar Fecha de Vigencia Inicial,,Se permite correctamente la selección de una fecha,P1,,,,,,,,,,,
MMCS - 37262  - 04,9,Seleccionar Fecha de Vigencia Final ,,Al elegir la opción CB/SB/CS el sistema asigna la fecha de vigencia final con los siguientes datos: 31/12/2049,P1,,,,,,,,,,,
MMCS - 37262  - 04,10,Dar clic al botón Aceptar,,Al dar clic al botón aceptar el botón el sistema llena los datos de la tabla de Cambio de Precio,P1,,,,,,,,,,,
MMCS - 37262  - 04,11,Ingresar el Precio Venta al Público en la sección de color morado,,Se permite ingresar correctamente el precio ,P1,,,,,,,,,,,
MMCS - 37262  - 04,12,Dar clic al botón Validar,,Al dar clic al botón validar el sistema realiza la validación de reglas correctamente sin mostrar ningún error o advertencia y habílita el botón Enviar Cambios,P1,,,,,,,,,,,
MMCS - 37262  - 04,13,Dar clic al botón Envíar Cambios,,"Se muestra la pantalla de Enviar Cambios solicitando ingresar usuario
Nota:
En caso de Warning el sistema permitirá continuar con el flujo
En caso de errorres el botón no estará habilitado",P1,,,,,,,,,,,
MMCS - 37262  - 04,14,Ingresar usuario de Category Manager,,El sistema permite ingresar los datos correctamente,P1,,,,,,,,,,,
MMCS - 37262  - 04,15,Dar clic al botón Obtener Autorizadores,,"El sistema muestra los usuarios necesarios para autorizar la solicitud
(Lider de Tribu/Lider de Squad)",P1,,,,,,,,,,,
MMCS - 37262  - 04,16,Dar clic al botón Continuar,,Se genera correctamente la solicitud y genera el folio CP correctamente,P1,,,,,,,,,,,
MMCS - 37262  - 04,17,Solicitar autorización,,El usuario Lider de Squad y Lider de Tribu deben realizar la autorización para ver reflejado el cambio,P1,,,,,,,,,,,
MMCS - 37262  - 04,18,Validar Cambios en Price X,,Para elementos pertenecientes a Trait (Plan estratégico) no deberá verse afectada la información,P1,,,,,,,,,,,
